Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
Toluene,"0.19, 0.08, 0.06","29.0, 209.0, 343.4, 414.8, 476.6, 529.4, 637.7, 713.5, 744.5, 799.1, 854.1, 910.7, 975.3, 999.3, 1000.2, 1018.0, 1051.7, 1062.9, 1111.3, 1181.2, 1203.3, 1229.1, 1328.0, 1356.2, 1414.9, 1470.5, 1491.3, 1504.3, 1530.0, 1626.9, 1648.9, 3020.8, 3075.1, 3101.4, 3152.1, 3153.7, 3166.3, 3174.7, 3187.5"
